trilha;curso;curso_id;modulo;aula;aula_id;ord;tipo;duracao_min;resolucoes;n_extras;url_aula;m3u8_principal;video_uuid
Trilha FlutterFlow Geral;Pagamentos Stripe Supabase - Flutterflow;272;Pagamentos Avulsos;24 - Stripe - Criação Produtos;3611;7;video;4.3;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3611;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/10a348e2-9d88-4775-a503-baf76b699560/playlist.m3u8;10a348e2-9d88-4775-a503-baf76b699560
Trilha FlutterFlow Geral;Pagamentos Stripe Supabase - Flutterflow;272;Pagamentos Avulsos;25- Apis Checkout;3613;8;video;5.6;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3613;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/99046dac-369e-428f-8fc5-fd98fa886cdf/playlist.m3u8;99046dac-369e-428f-8fc5-fd98fa886cdf
Trilha FlutterFlow Geral;Pagamentos Stripe Supabase - Flutterflow;272;Pagamentos Avulsos;26- Criar Sessão De Checkout;3614;9;video;8.6;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3614;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/b4567ade-5f80-481f-b7d1-23682f894f31/playlist.m3u8;b4567ade-5f80-481f-b7d1-23682f894f31
Trilha FlutterFlow Geral;Pagamentos Stripe Supabase - Flutterflow;272;Pagamentos Avulsos;27- Buscar Status Pagamento;3616;10;video;4.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3616;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/addff4ca-7d04-4b8b-b887-2a80eaa85194/playlist.m3u8;addff4ca-7d04-4b8b-b887-2a80eaa85194
Trilha FlutterFlow Geral;Pagamentos Stripe Supabase - Flutterflow;272;Pagamentos Avulsos;28- Criar Checkout;3615;11;video;6.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3615;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/fadf52e2-ba95-4745-8d18-cf1c3bbae5f0/playlist.m3u8;fadf52e2-ba95-4745-8d18-cf1c3bbae5f0
Trilha FlutterFlow Geral;Pagamentos Stripe Supabase - Flutterflow;272;Pagamentos Avulsos;29- Status Pagamento;3617;12;video;8.6;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3617;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5ca9fe88-ce34-4b0a-9c77-5dd2f5d74ccb/playlist.m3u8;5ca9fe88-ce34-4b0a-9c77-5dd2f5d74ccb
Trilha FlutterFlow Geral;Pagamentos Stripe Supabase - Flutterflow;272;Pagamentos Avulsos;30- Testes Finais;3618;13;video;2.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3618;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/87d8ece2-800c-4219-861e-42b7cc2796e1/playlist.m3u8;87d8ece2-800c-4219-861e-42b7cc2796e1
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;;Conta pra gente, o que achou desse módulo?;4595;5;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/4595;;
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Intro;O Que Você Irá Aprender;3619;1;video;4.0;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3619;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/52d9d985-52d9-44a1-9a34-dadb8ab28b54/playlist.m3u8;52d9d985-52d9-44a1-9a34-dadb8ab28b54
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Intro;Conhecendo O Asaas;3620;2;video;5.0;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3620;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/b44250ec-742c-4a74-8f6e-ff1f446d4c13/playlist.m3u8;b44250ec-742c-4a74-8f6e-ff1f446d4c13
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Intro;Testando Api Asaas;3621;3;video;3.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3621;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/743c265b-c577-4443-af87-cbe67b204de0/playlist.m3u8;743c265b-c577-4443-af87-cbe67b204de0
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Criar Cliente;Api;3622;1;video;3.8;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3622;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/62cc45d1-e1f0-43f6-b4a1-1be51ee20ff4/playlist.m3u8;62cc45d1-e1f0-43f6-b4a1-1be51ee20ff4
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Criar Cliente;Actions E Teste;3623;2;video;8.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3623;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/31f92cea-77c9-4c66-b7e5-eed41fd9e416/playlist.m3u8;31f92cea-77c9-4c66-b7e5-eed41fd9e416
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Criar Cobrança;Api;3624;1;video;8.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3624;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/7ce62b77-6017-43f2-aa7c-0784df682dd8/playlist.m3u8;7ce62b77-6017-43f2-aa7c-0784df682dd8
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Criar Cobrança;Actions E Teste;3625;2;video;8.6;680x360/908x480/1360x720/2040x1080;0;https://flix.nocodestartup.io/m/lessons/3625;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/791e8d6f-df0c-4b65-ad41-65d1b95758cf/playlist.m3u8;791e8d6f-df0c-4b65-ad41-65d1b95758cf
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Checkar Status;Api E Actions;3626;1;video;10.3;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3626;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2bf60e2a-008e-47a6-9f8d-bd3f96439f03/playlist.m3u8;2bf60e2a-008e-47a6-9f8d-bd3f96439f03
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Checkar Status;Comentário Final;3627;2;video;2.0;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3627;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f99152f3-5f16-4921-ac23-cc0b5c6765ee/playlist.m3u8;f99152f3-5f16-4921-ac23-cc0b5c6765ee
Trilha FlutterFlow Geral;Pagamentos Asaas Supabase - Flutterflow;273;Conclusão;Aprendizados;3628;1;video;1.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3628;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/a95c3a4a-2762-4445-80b5-bf9a66a145d4/playlist.m3u8;a95c3a4a-2762-4445-80b5-bf9a66a145d4
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;;Conta pra gente, o que achou desse módulo?;4596;3;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/4596;;
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;Introdução;Apresentação do módulo;3307;1;video;1.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3307;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5806a4fb-076b-47a5-bc51-5c630a00f454/playlist.m3u8;5806a4fb-076b-47a5-bc51-5c630a00f454
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;Introdução;Introdução;3308;2;video;2.3;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3308;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/fcb381e6-13a4-4d1f-892e-847528c08543/playlist.m3u8;fcb381e6-13a4-4d1f-892e-847528c08543
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;Introdução;O que vamos construir;3309;3;video;2.5;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3309;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/ac39dd65-ddcf-493b-93a4-ec98da503ea9/playlist.m3u8;ac39dd65-ddcf-493b-93a4-ec98da503ea9
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;Desenvolvimento;Integrando o SQLite;3310;1;video;4.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3310;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/eae464f3-4319-4f79-bb2d-da48b04e2799/playlist.m3u8;eae464f3-4319-4f79-bb2d-da48b04e2799
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;Desenvolvimento;Operações e Query;3311;2;video;5.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3311;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/6ff49278-3404-4d39-bcc9-55c51a563bd3/playlist.m3u8;6ff49278-3404-4d39-bcc9-55c51a563bd3
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;Desenvolvimento;Associando operações;3312;3;video;13.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3312;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2c0e0dc7-cb86-4fb5-9c23-8df5df7dedf5/playlist.m3u8;2c0e0dc7-cb86-4fb5-9c23-8df5df7dedf5
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;Desenvolvimento;Testando no celular;3314;4;video;6.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3314;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5c8d5008-99a0-491b-a872-4c6f8c061509/playlist.m3u8;5c8d5008-99a0-491b-a872-4c6f8c061509
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;Desenvolvimento;Enviando dados para um backend remoto;3313;5;video;12.2;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3313;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/3a4458ed-bb6d-4909-8bb6-38bdce1605c8/playlist.m3u8;3a4458ed-bb6d-4909-8bb6-38bdce1605c8
Trilha FlutterFlow Geral;SQLite para Apps Offline;322;Conclusão;Conclusão;3315;1;video;0.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3315;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/82ac4898-403b-40f2-b705-b0b6055f2d24/playlist.m3u8;82ac4898-403b-40f2-b705-b0b6055f2d24
Trilha FlutterFlow Geral;Flutterflow Integração com Whatsapp - Supabase;334;;Introdução;3667;0;video;1.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3667;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/4ca32ed7-e06f-42ec-a489-d40bf3e2c9a1/playlist.m3u8;4ca32ed7-e06f-42ec-a489-d40bf3e2c9a1
Trilha FlutterFlow Geral;Flutterflow Integração com Whatsapp - Supabase;334;;Formas de usar o Whatsapp - Link personalizado;3668;1;video;2.2;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3668;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2e9674cd-c932-419a-8915-6512246236df/playlist.m3u8;2e9674cd-c932-419a-8915-6512246236df
Trilha FlutterFlow Geral;Flutterflow Integração com Whatsapp - Supabase;334;;Formas de usar o Whatsapp - APIs;3669;2;video;2.8;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3669;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/a6d1c3ff-8149-46b7-a2aa-41a29353d094/playlist.m3u8;a6d1c3ff-8149-46b7-a2aa-41a29353d094
Trilha FlutterFlow Geral;Flutterflow Integração com Whatsapp - Supabase;334;;Como utilizar um link personalizado;3670;3;video;12.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3670;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/178608be-68cb-45ee-861a-ef38a72df46f/playlist.m3u8;178608be-68cb-45ee-861a-ef38a72df46f
Trilha FlutterFlow Geral;Flutterflow Integração com Whatsapp - Supabase;334;;API não oficial - Como configurar;3671;4;video;5.5;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3671;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f9ede29c-62d6-4e28-b791-f401cc6ef114/playlist.m3u8;f9ede29c-62d6-4e28-b791-f401cc6ef114
Trilha FlutterFlow Geral;Flutterflow Integração com Whatsapp - Supabase;334;;Api não oficial com States e Supabase;3672;5;video;17.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3672;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/973de673-9f75-4742-97ae-e20b4a4509b4/playlist.m3u8;973de673-9f75-4742-97ae-e20b4a4509b4
Trilha FlutterFlow Geral;Flutterflow Integração com Whatsapp - Supabase;334;;Chatbot (n8n, Supabase e Z-API);3673;6;video;11.5;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3673;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/c7631701-3c75-4e27-82a8-153a3ae8549f/playlist.m3u8;c7631701-3c75-4e27-82a8-153a3ae8549f
Trilha FlutterFlow Geral;Flutterflow Integração com Whatsapp - Supabase;334;;Conclusão;3674;7;video;0.6;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3674;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/4d15301e-39c7-4d28-aa59-90a356c94147/playlist.m3u8;4d15301e-39c7-4d28-aa59-90a356c94147
Trilha FlutterFlow Geral;Flutterflow Integração com Whatsapp - Supabase;334;;Conta pra gente, o que achou desse módulo?;4597;8;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/4597;;
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Introdução;Introdução;3731;1;video;1.8;640x360/854x480/1280x720/1920x1080;3;https://flix.nocodestartup.io/m/lessons/3731;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/02b503cd-3108-4546-8da9-6ab887565be0/playlist.m3u8;02b503cd-3108-4546-8da9-6ab887565be0
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Introdução;Conhecendo O Projeto De Agendamento;3732;2;video;3.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3732;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/e9e7fa87-7015-4477-8903-cdcc8e822f1c/playlist.m3u8;e9e7fa87-7015-4477-8903-cdcc8e822f1c
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;;Conta pra gente, o que achou desse módulo?;4598;5;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/4598;;
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Primeiros Passos;Entendendo O Padrão Utc;3734;1;video;2.0;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3734;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/c32d4f25-3eea-42d9-aa60-106fb3f2ac6c/playlist.m3u8;c32d4f25-3eea-42d9-aa60-106fb3f2ac6c
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Primeiros Passos;Estruturando O Supabase;3735;2;video;13.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3735;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/eefec39d-3cb1-4a17-b087-20873c699ad4/playlist.m3u8;eefec39d-3cb1-4a17-b087-20873c699ad4
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Telas E Componentes;Telas E Componentes - Autenticação e Telas Iniciais;3736;1;video;9.5;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3736;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/a5c70e23-9ef4-4c4e-a9a4-6a08c9902111/playlist.m3u8;a5c70e23-9ef4-4c4e-a9a4-6a08c9902111
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Telas E Componentes;Telas E Componentes - Adicionar Médico (Conceito De Callback);3740;2;video;10.2;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3740;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/517967e3-37ec-428e-a153-c3ff0fc4d30f/playlist.m3u8;517967e3-37ec-428e-a153-c3ff0fc4d30f
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Telas E Componentes;Telas E Componentes - Construindo O Componente De Agendamento;3741;3;video;6.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3741;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/83949ce7-379f-4d31-943f-b0d5cce1503d/playlist.m3u8;83949ce7-379f-4d31-943f-b0d5cce1503d
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Funções Auxiliares;Funções Auxiliares - Função Para Criar Horários;3737;1;video;6.8;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3737;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/77ff4ea4-024a-495b-ae8e-72956bcfc575/playlist.m3u8;77ff4ea4-024a-495b-ae8e-72956bcfc575
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Funções Auxiliares;Funções Auxiliares - Função Para Converter Em Utc;3742;2;video;4.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3742;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/299fddbf-3b8f-418b-b0fe-33cd5f78567d/playlist.m3u8;299fddbf-3b8f-418b-b0fe-33cd5f78567d
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Funções Auxiliares;Funções Auxiliares - Verificando Horas Agendadas;3743;3;video;10.6;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3743;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/171364a1-399a-437d-8f80-c4e10d609dcd/playlist.m3u8;171364a1-399a-437d-8f80-c4e10d609dcd
Trilha FlutterFlow Geral;Agendamentos Flutterflow e Supabase;345;Conclusão;Conclusão;3738;1;video;3.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3738;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/6cb21c94-5b40-4305-af6c-835aa4770e23/playlist.m3u8;6cb21c94-5b40-4305-af6c-835aa4770e23
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Introdução;Conheça seu Instrutor Expert;2979;1;video;1.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2979;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/8e24b8cf-d9bc-4099-83f2-a852bf559bfc/playlist.m3u8;8e24b8cf-d9bc-4099-83f2-a852bf559bfc
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Introdução;O que você irá aprender;2980;2;video;1.7;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2980;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f0ba88d9-404f-4a56-a066-7278c40de6ce/playlist.m3u8;f0ba88d9-404f-4a56-a066-7278c40de6ce
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Introdução;O que são PDFs e pacotes Pub dev;2981;3;video;7.8;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2981;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/4addecc0-95e6-43fd-b991-166261c10bd2/playlist.m3u8;4addecc0-95e6-43fd-b991-166261c10bd2
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Introdução;Conhecendo o pub dev;2982;4;video;2.8;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2982;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/06637fdd-1620-45a0-bd29-d1feb0046cb4/playlist.m3u8;06637fdd-1620-45a0-bd29-d1feb0046cb4
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;;Conta pra gente, o que achou desse módulo?;4599;4;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/4599;;
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Seu Primeiro PDF;Conhecendo o projeto;2983;1;video;6.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2983;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/df3d472b-f17e-4c92-8717-3f09e1ccfffd/playlist.m3u8;df3d472b-f17e-4c92-8717-3f09e1ccfffd
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Seu Primeiro PDF;Textos Estáticos e Dinâmicos PDF;2984;2;video;9.5;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2984;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/27c0392c-ac18-44db-b9d3-848dc1cf6370/playlist.m3u8;27c0392c-ac18-44db-b9d3-848dc1cf6370
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Seu Primeiro PDF;Imagens Estáticas e Dinâmicas;2985;3;video;10.0;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2985;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/6c0fa70b-9b6e-4101-aaca-a5adf7b60212/playlist.m3u8;6c0fa70b-9b6e-4101-aaca-a5adf7b60212
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Seu Primeiro PDF;Tabelas Estáticas e Dinâmicas;2986;4;video;10.3;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2986;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/91770b3c-70ca-487f-8de4-c90dbb29e892/playlist.m3u8;91770b3c-70ca-487f-8de4-c90dbb29e892
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Seu Primeiro PDF;Como melhorar o Layout do seu PDF;2987;5;video;6.9;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2987;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/cc50d56a-0984-418c-acb5-065f44618982/playlist.m3u8;cc50d56a-0984-418c-acb5-065f44618982
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Criando um PDF de Fatura Digital;PDF Fatura - Parte 1;2988;1;video;6.6;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2988;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/b3c22de1-0921-4294-8f7b-77c1080534e7/playlist.m3u8;b3c22de1-0921-4294-8f7b-77c1080534e7
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Criando um PDF de Fatura Digital;PDF Fatura - Parte 2;2989;2;video;7.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2989;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/431edaa0-0b9e-423c-98cd-0bd8cea24cf5/playlist.m3u8;431edaa0-0b9e-423c-98cd-0bd8cea24cf5
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Criando um PDF de Fatura Digital;PDF Fatura - Parte 3;2990;3;video;4.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2990;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/c429b716-c8c2-47b4-b040-49eb8dbf895d/playlist.m3u8;c429b716-c8c2-47b4-b040-49eb8dbf895d
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Finalização;Supabase - PDF a partir do Backend;2991;1;video;9.5;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2991;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/cfc928b9-a13b-41ca-bc56-3c7c9864acec/playlist.m3u8;cfc928b9-a13b-41ca-bc56-3c7c9864acec
Trilha FlutterFlow Geral;Geração PDF e Pub dev no Flutterflow;275;Finalização;Aprendizados do Módulo;2992;2;video;0.6;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2992;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/bb24e0cb-6766-43d1-8cb1-35a112d177b3/playlist.m3u8;bb24e0cb-6766-43d1-8cb1-35a112d177b3
Trilha FlutterFlow Geral;Supabase Auth - Flutterflow;324;;Conta pra gente, o que achou desse módulo?;4600;5;formulario;0.0;;0;https://flix.nocodestartup.io/m/lessons/4600;;
Trilha FlutterFlow Geral;Supabase Auth - Flutterflow;324;Introdução;Introdução;3402;1;video;1.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3402;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/6ecf8f96-f618-4d8f-b769-6d6cead5a21b/playlist.m3u8;6ecf8f96-f618-4d8f-b769-6d6cead5a21b
Trilha FlutterFlow Geral;Supabase Auth - Flutterflow;324;Esqueci Minha Senha;Teoria - Esqueci Minha Senha;3401;1;video;3.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3401;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/5f46b6ba-7e58-4ddb-8d57-47f02ec7b2bf/playlist.m3u8;5f46b6ba-7e58-4ddb-8d57-47f02ec7b2bf
Trilha FlutterFlow Geral;Supabase Auth - Flutterflow;324;Esqueci Minha Senha;Prática - Esqueci Minha Senha;3404;2;video;8.3;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3404;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/1a9a8d78-8f19-4073-ad72-0b4d1677a502/playlist.m3u8;1a9a8d78-8f19-4073-ad72-0b4d1677a502
Trilha FlutterFlow Geral;Supabase Auth - Flutterflow;324;Link Mágico;Teoria - Link Mágico;3403;1;video;1.2;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3403;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/99642744-eb6f-4e72-8928-4e905e30da3c/playlist.m3u8;99642744-eb6f-4e72-8928-4e905e30da3c
Trilha FlutterFlow Geral;Supabase Auth - Flutterflow;324;Link Mágico;Prática - Link Mágico;3406;2;video;3.2;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3406;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f6d959f1-cd96-4b05-99b9-9ef41633e375/playlist.m3u8;f6d959f1-cd96-4b05-99b9-9ef41633e375
Trilha FlutterFlow Geral;Supabase Auth - Flutterflow;324;Google Auth;Teoria - Google Auth;3405;1;video;1.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3405;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/adb46748-2b41-400c-9c63-1a047cac7067/playlist.m3u8;adb46748-2b41-400c-9c63-1a047cac7067
